Generation,fitness,metabolic_error,amount_of_dna,nb_coding_rnas,nb_non_coding_rnas,nb_functional_genes,nb_non_functional_genes,nb_mut,nb_switch
304,4.76463e-44,0.0997602,5000,0.999939,7.00323,0.999939,0,0.00518799,0.00518799
305,4.76492e-44,0.0997565,5000,0.999939,7.00281,1,0,0.00439453,0.00439453
306,4.76463e-44,0.0997596,5000,0.999939,7.00232,0.999878,6.10352e-05,0.00500488,0.00500488
307,4.7655e-44,0.0997523,5000,1,7.00122,1,0,0.00506592,0.00506592
308,4.7655e-44,0.0997523,5000,1,7.00146,1,0,0.00592041,0.00592041
309,4.76463e-44,0.0997596,5000,0.999939,7.00244,0.999939,0,0.00457764,0.00457764
310,4.7655e-44,0.0997523,5000,1,7.00165,1,0,0.00518799,0.00518799
311,4.76492e-44,0.0997568,5000,1,7.00122,0.999939,6.10352e-05,0.00549316,0.00549316
312,4.7655e-44,0.0997523,5000,1,7.00201,1,0,0.00469971,0.00469971
313,4.76463e-44,0.0997596,5000,0.999878,7.00311,0.999878,0,0.00549316,0.00549316
314,4.76521e-44,0.0997526,5000,1,7.00275,1,0,0.00439453,0.00439453
315,4.76492e-44,0.0997558,5000,0.999939,7.00305,0.999939,0,0.00524902,0.00524902
316,4.76492e-44,0.0997564,5000,0.999939,7.00208,0.999939,0,0.00531006,0.00531006
317,4.76492e-44,0.0997588,5000,0.999878,7.00153,0.999878,0,0.00549316,0.00549316
318,4.7655e-44,0.0997523,5000,1,7.00171,1,0,0.00457764,0.00457764
319,4.76521e-44,0.0997556,5000,0.999939,7.00177,0.999939,0,0.00421143,0.00421143
320,4.7655e-44,0.0997523,5000,1,7.00098,1,0,0.00378418,0.00378418
321,4.7655e-44,0.0997523,5000,1,7.0014,1,0,0.00469971,0.00469971
322,4.76521e-44,0.0997556,5000,0.999939,7.00287,0.999939,0,0.00445557,0.00445557
323,4.76573e-44,0.0997523,5000,1,7.00311,1,0,0.00476074,0.00476074
324,4.76515e-44,0.0997587,5000,0.999939,7.0022,0.999878,6.10352e-05,0.00518799,0.00518799
325,4.76537e-44,0.0997587,5000,0.999878,7.00201,0.999878,0,0.00482178,0.00482178
326,4.7664e-44,0.0997522,5000,1,7.00244,1,0,0.00427246,0.00427246
327,4.76531e-44,0.0997565,5000,1,7.00275,0.999939,6.10352e-05,0.0057373,0.0057373
328,4.7664e-44,0.0997522,5000,1,7.00275,1,0,0.00469971,0.00469971
329,4.76679e-44,0.0997529,5000,1,7.0036,1,0,0.00512695,0.00512695
330,4.76747e-44,0.0997528,5000,1,7.00336,1,0,0.00469971,0.00469971
331,4.76911e-44,0.0997518,5000,1,7.00177,1,0,0.00445557,0.00445557
332,4.77092e-44,0.0997515,5000,1,7.00159,1,0,0.0043335,0.0043335
333,4.77363e-44,0.0997511,5000,1,7.00275,1,0,0.00500488,0.00500488
334,4.77588e-44,0.0997507,5000,1,7.00287,1,0,0.00524902,0.00524902
335,4.77823e-44,0.0997543,5000,0.999939,7.00366,0.999939,0,0.00506592,0.00506592
336,4.77965e-44,0.0997533,5000,0.999939,7.00336,0.999939,0,0.00457764,0.00457764
337,4.78197e-44,0.0997498,5000,1,7.00299,1,0,0.00476074,0.00476074
338,4.78372e-44,0.0997503,5000,1,7.00287,1,0,0.00537109,0.00537109
339,4.78668e-44,0.0997569,5000,0.999878,7.00201,0.999878,0,0.00494385,0.00494385
340,4.79245e-44,0.0997527,5000,1,7.00171,1,0,0.00457764,0.00457764
341,4.79832e-44,0.0997488,5000,1,7.00287,1,0,0.00561523,0.00561523
342,4.80312e-44,0.0997497,5000,0.999939,7.00262,0.999939,0,0.00549316,0.00549316
343,4.81176e-44,0.0997452,5000,1,7.00201,1,0,0.0057373,0.0057373
344,4.81644e-44,0.0997452,5000,1,7.00287,1,0,0.00469971,0.00469971
345,4.8244e-44,0.0997432,5000,1,7.00305,1,0,0.00482178,0.00482178
346,4.83036e-44,0.0997462,5000,0.999939,7.00311,0.999939,0,0.0045166,0.0045166
347,4.84871e-44,0.0997402,5000,1,7.00262,1,0,0.00592041,0.00592041
348,4.85848e-44,0.0997379,5000,1,7.00146,1,0,0.00537109,0.00537109
349,4.86525e-44,0.0997368,5000,1,7.00037,1,0,0.0043335,0.0043335
350,4.8745e-44,0.0997354,5000,1,7.0011,1,0,0.00476074,0.00476074
351,4.88601e-44,0.0997336,5000,1,7.00049,1,0,0.00457764,0.00457764
352,4.89619e-44,0.0997392,5000,0.999878,7.00238,0.999939,0,0.00500488,0.00500488
353,4.90732e-44,0.0997344,5000,0.999939,7.00159,1.00006,0,0.00531006,0.00531006
354,4.92447e-44,0.099734,5000,0.999878,7.00177,1,0,0.00439453,0.00439453
355,4.9374e-44,0.0997288,5000,0.999939,7.00348,1.00006,0,0.00469971,0.00469971
356,4.95629e-44,0.0997266,5000,0.999939,7.00415,1.00006,0,0.00506592,0.00506592
357,4.97524e-44,0.0997261,5000,0.999878,7.00482,1.00006,0,0.00494385,0.00494385
358,4.9923e-44,0.0997171,5000,1,7.00494,1.00012,0,0.00585938,0.00585938
359,5.01654e-44,0.0997197,5000,0.999878,7.00543,0.999878,0,0.00463867,0.00463867
360,5.03962e-44,0.0997105,5000,1,7.00452,1,0,0.00531006,0.00531006
361,5.06496e-44,0.0997058,5000,1,7.00409,1,0,0.00390625,0.00390625
362,5.09288e-44,0.0997047,5000,0.999939,7.00531,0.999939,0,0.00524902,0.00524902
363,5.12273e-44,0.0996969,5000,1,7.00519,1,0,0.0057373,0.0057373
364,5.1463e-44,0.0996995,5000,0.999878,7.00525,0.999878,0,0.00518799,0.00518799
365,5.1669e-44,0.0996932,5000,0.999939,7.00677,0.999939,0,0.00494385,0.00494385
366,5.19105e-44,0.0996894,5000,0.999939,7.00708,0.999939,0,0.00488281,0.00488281
367,5.21858e-44,0.0996827,5000,1,7.00665,1,0,0.00494385,0.00494385
368,5.24724e-44,0.0996807,5000,0.999939,7.00641,0.999939,0,0.00512695,0.00512695
369,5.27793e-44,0.0996759,5000,0.999939,7.00586,0.999939,0,0.00531006,0.00531006
370,5.31094e-44,0.0996676,5000,1,7.00555,1,0,0.00439453,0.00439453
371,5.33915e-44,0.0996632,5000,1,7.00391,1,0,0.00518799,0.00518799
372,5.36858e-44,0.0996626,5000,0.999939,7.00543,0.999939,0,0.00488281,0.00488281
373,5.40498e-44,0.0996562,5000,0.999939,7.00592,0.999939,0,0.00469971,0.00469971
374,5.44002e-44,0.0996476,5000,1,7.00665,1,0,0.0045166,0.0045166
375,5.46433e-44,0.0996446,5000,1,7.00702,1,0,0.00469971,0.00469971
376,5.50376e-44,0.099644,5000,0.999878,7.0061,0.999878,0,0.00549316,0.00549316
377,5.53616e-44,0.0996326,5000,1,7.00653,1,0,0.00561523,0.00561523
378,5.56836e-44,0.0996284,5000,1,7.00592,1,0,0.00543213,0.00543213
379,5.60334e-44,0.0996254,5000,0.999939,7.00653,0.999939,0,0.00531006,0.00531006
380,5.64335e-44,0.099616,5000,1,7.00745,1,0,0.00500488,0.00500488
381,5.68587e-44,0.0996157,5000,0.999939,7.00787,0.999878,6.10352e-05,0.00463867,0.00463867
382,5.71937e-44,0.0996145,5000,0.999878,7.00903,0.999817,6.10352e-05,0.00518799,0.00518799
383,5.77079e-44,0.099597,5000,1,7.00879,1,0,0.00500488,0.00500488
384,5.81057e-44,0.09959,5000,1,7.01025,1,0,0.00372314,0.00372314
385,5.86083e-44,0.0995854,5000,0.999939,7.00983,0.999939,0,0.00488281,0.00488281
386,5.90628e-44,0.0995799,5000,0.999939,7.00916,0.999939,0,0.00469971,0.00469971
387,5.95116e-44,0.0995682,5000,1,7.00769,1,0,0.00598145,0.00598145
388,6.00384e-44,0.0995666,5000,0.999939,7.00769,0.999939,0,0.00531006,0.00531006
389,6.05793e-44,0.0995611,5000,0.999878,7.00946,0.999878,0,0.00543213,0.00543213
390,6.10229e-44,0.0995455,5000,1,7.01019,1,0,0.00531006,0.00531006
391,6.15278e-44,0.0995408,5000,0.999939,7.01019,0.999939,0,0.00616455,0.00616455
392,6.20046e-44,0.0995297,5000,1,7.01044,1,0,0.00396729,0.00396729
393,6.25891e-44,0.0995212,5000,1,7.01111,1,0,0.00384521,0.00384521
394,6.31413e-44,0.0995133,5000,1,7.01135,1,0,0.00463867,0.00463867
395,6.36978e-44,0.0995032,5000,1,7.013,1,0,0.00488281,0.00488281
396,6.43454e-44,0.0994931,5000,1,7.0144,1,0,0.00561523,0.00561523
397,6.49737e-44,0.0994873,5000,0.999939,7.01581,0.999939,0,0.00457764,0.00457764
398,6.56047e-44,0.0994735,5000,1,7.0163,1,0,0.00488281,0.00488281
399,6.62608e-44,0.0994635,5000,1,7.0174,1,0,0.00476074,0.00476074
400,6.68249e-44,0.0994578,5000,0.999939,7.0191,0.999939,0,0.00549316,0.00549316
401,6.73397e-44,0.0994569,5000,0.999817,7.01898,0.999817,0,0.00549316,0.00549316
402,6.79397e-44,0.099438,5000,1,7.02002,1,0,0.00457764,0.00457764
403,6.85319e-44,0.0994376,5000,0.999878,7.02148,0.999878,0,0.00531006,0.00531006
404,6.90664e-44,0.0994198,5000,1,7.02191,1,0,0.00476074,0.00476074
405,6.95645e-44,0.0994152,5000,0.999939,7.02283,0.999939,0,0.0065918,0.0065918
406,7.01715e-44,0.0994058,5000,0.999939,7.02454,0.999939,0,0.00457764,0.00457764
407,7.06854e-44,0.099401,5000,0.999878,7.02545,0.999878,0,0.00445557,0.00445557
408,7.12683e-44,0.0993863,5000,1,7.02649,1,0,0.00439453,0.00439453
409,7.18979e-44,0.099379,5000,0.999939,7.02631,0.999939,0,0.00567627,0.00567627
410,7.24043e-44,0.0993755,5000,0.999878,7.0257,0.999878,0,0.00482178,0.00482178
411,7.29331e-44,0.0993661,5000,0.999878,7.02667,0.999878,0,0.00506592,0.00506592
412,7.34769e-44,0.0993576,5000,0.999878,7.02698,0.999878,0,0.00469971,0.00469971
413,7.3984e-44,0.0993505,5000,0.999878,7.02808,0.999878,0,0.00567627,0.00567627
414,7.44805e-44,0.0993452,5000,0.999817,7.02722,0.999817,0,0.00512695,0.00512695
415,7.50295e-44,0.0993335,5000,0.999878,7.02808,0.999878,0,0.00482178,0.00482178
416,7.55183e-44,0.0993196,5000,1,7.02594,1,0,0.0045166,0.0045166
417,7.5938e-44,0.099313,5000,1,7.02588,1,0,0.00628662,0.00628662
418,7.63158e-44,0.0993126,5000,0.999939,7.02747,0.999939,0,0.00463867,0.00463867
419,7.68168e-44,0.0993056,5000,0.999939,7.02576,0.999939,0,0.00537109,0.00537109
420,7.71921e-44,0.0992946,5000,1,7.02533,1,0,0.0055542,0.0055542
421,7.76173e-44,0.099294,5000,0.999878,7.02527,0.999878,0,0.00488281,0.00488281
422,7.80254e-44,0.0992806,5000,1,7.02612,1.00006,0,0.00549316,0.00549316
423,7.84829e-44,0.0992737,5000,1,7.02631,1.00006,0,0.00439453,0.00439453
424,7.88575e-44,0.0992685,5000,1,7.0271,1,0,0.00531006,0.00531006
425,7.92788e-44,0.0992674,5000,0.999939,7.02673,0.999939,0,0.00427246,0.00427246
426,7.96128e-44,0.0992586,5000,1,7.02814,1,0,0.00494385,0.00494385
427,8.00265e-44,0.0992527,5000,0.999939,7.03009,0.999939,0,0.00476074,0.00476074
428,8.03937e-44,0.0992473,5000,1,7.03021,1,0,0.00488281,0.00488281
429,8.07576e-44,0.0992414,5000,0.999939,7.0296,0.999939,0,0.00537109,0.00537109
430,8.1099e-44,0.0992329,5000,1,7.03003,1,0,0.00494385,0.00494385
431,8.1464e-44,0.0992304,5000,0.999939,7.02985,0.999939,0,0.00476074,0.00476074
432,8.17567e-44,0.099229,5000,0.999878,7.03082,0.999878,0,0.00531006,0.00531006
433,8.20749e-44,0.0992241,5000,0.999939,7.0304,0.999939,0,0.00439453,0.00439453
434,8.24247e-44,0.0992186,5000,0.999878,7.03107,0.999878,0,0.00524902,0.00524902
435,8.27302e-44,0.0992113,5000,0.999939,7.03094,1,0,0.00506592,0.00506592
436,8.29766e-44,0.0992037,5000,1,7.02991,1,0,0.00469971,0.00469971
437,8.32609e-44,0.0991993,5000,1,7.0293,1,0,0.00500488,0.00500488
438,8.3504e-44,0.0991963,5000,1,7.02966,1,0,0.0055542,0.0055542
439,8.36945e-44,0.0992021,5000,0.999817,7.03094,0.999817,0,0.00561523,0.00561523
440,8.38928e-44,0.0991895,5000,1,7.03265,1,0,0.00543213,0.00543213
441,8.40546e-44,0.0991901,5000,0.999939,7.03296,0.999939,0,0.00506592,0.00506592
442,8.41833e-44,0.0991857,5000,1,7.03247,1,0,0.00494385,0.00494385
443,8.42848e-44,0.0991865,5000,1,7.03278,1,0,0.0043335,0.0043335
444,8.43648e-44,0.0991891,5000,1,7.03186,1,0,0.00476074,0.00476074
445,8.44728e-44,0.0991805,5000,1,7.03162,1,0,0.00427246,0.00427246
446,8.45247e-44,0.0991797,5000,1,7.03033,1,0,0.00488281,0.00488281
447,8.45292e-44,0.0991796,5000,1,7.03003,1,0,0.00543213,0.00543213
448,8.45413e-44,0.0991826,5000,0.999939,7.03101,1,0,0.0045166,0.0045166
449,8.45895e-44,0.0991818,5000,0.999939,7.0318,0.999939,0,0.00518799,0.00518799
450,8.46075e-44,0.0991816,5000,0.999939,7.03369,0.999939,0,0.00457764,0.00457764
451,8.46107e-44,0.0991854,5000,0.999939,7.03485,0.999878,6.10352e-05,0.00537109,0.00537109
452,8.46262e-44,0.0991781,5000,1,7.03625,1,0,0.00524902,0.00524902
453,8.46262e-44,0.0991781,5000,1,7.03583,1,0,0.00476074,0.00476074
454,8.4613e-44,0.0991854,5000,0.999878,7.03485,0.999878,0,0.0055542,0.0055542
455,8.46285e-44,0.0991781,5000,1,7.03339,1,0,0.0045166,0.0045166
456,8.46078e-44,0.0991911,5000,0.999756,7.034,0.999756,0,0.00457764,0.00457764
457,8.46233e-44,0.0991813,5000,0.999939,7.034,0.999939,0,0.00494385,0.00494385
458,8.46182e-44,0.0991797,5000,1,7.03339,1,0,0.00469971,0.00469971
459,8.46234e-44,0.0991783,5000,1,7.03271,1,0,0.00488281,0.00488281
460,8.46211e-44,0.0991789,5000,1,7.0318,1,0,0.00384521,0.00384521
461,8.46092e-44,0.0991793,5000,1,7.03003,1,0,0.00549316,0.00549316
462,8.46188e-44,0.0991789,5000,1,7.03027,1,0,0.00549316,0.00549316
463,8.46233e-44,0.0991813,5000,0.999939,7.03076,0.999939,0,0.0055542,0.0055542
464,8.46233e-44,0.0991813,5000,0.999939,7.03064,0.999939,0,0.00421143,0.00421143
465,8.46233e-44,0.0991813,5000,1,7.03058,1,0,0.00488281,0.00488281
466,8.4613e-44,0.0991854,5000,0.999878,7.0296,0.999878,0,0.00567627,0.00567627
467,8.46233e-44,0.0991813,5000,0.999939,7.02881,0.999939,0,0.00402832,0.00402832
468,8.46233e-44,0.0991813,5000,0.999939,7.02887,0.999939,0,0.00415039,0.00415039
469,8.46277e-44,0.0991781,5000,1,7.03003,1.00006,0,0.0043335,0.0043335
470,8.46226e-44,0.0991804,5000,1,7.02844,1.00006,0,0.00500488,0.00500488
471,8.46182e-44,0.0991821,5000,0.999939,7.02649,0.999939,0,0.00445557,0.00445557
472,8.46233e-44,0.0991813,5000,0.999939,7.02698,0.999939,0,0.00463867,0.00463867
473,8.46078e-44,0.0991911,5000,0.999756,7.02551,0.999756,0,0.00469971,0.00469971
474,8.46108e-44,0.0991827,5000,1,7.02576,1.00006,0,0.0057373,0.0057373
475,8.46233e-44,0.0991789,5000,1,7.02496,1,0,0.00512695,0.00512695
476,8.46182e-44,0.0991848,5000,0.999939,7.02466,0.999939,0,0.00531006,0.00531006
477,8.46182e-44,0.0991816,5000,0.999939,7.02472,0.999939,0,0.00579834,0.00579834
478,8.46233e-44,0.0991812,5000,1,7.02655,1,0,0.0055542,0.0055542
479,8.46285e-44,0.0991781,5000,1,7.02625,1,0,0.00512695,0.00512695
480,8.46285e-44,0.0991781,5000,1,7.0246,1,0,0.00390625,0.00390625
481,8.46285e-44,0.0991781,5000,1,7.02582,1,0,0.00457764,0.00457764
482,8.46233e-44,0.0991813,5000,0.999939,7.02515,0.999939,0,0.00549316,0.00549316
483,8.46182e-44,0.0991846,5000,0.999939,7.02631,0.999878,6.10352e-05,0.00506592,0.00506592
484,8.46078e-44,0.0991886,5000,0.999817,7.02753,0.999817,0,0.00488281,0.00488281
485,8.46233e-44,0.0991789,5000,1,7.02521,1,0,0.00512695,0.00512695
486,8.46285e-44,0.0991781,5000,1,7.02393,1,0,0.00408936,0.00408936
487,8.46233e-44,0.0991813,5000,0.999939,7.02332,0.999939,0,0.00549316,0.00549316
488,8.46182e-44,0.0991844,5000,1,7.02319,1,0,0.00585938,0.00585938
489,8.46285e-44,0.0991781,5000,1,7.02374,1,0,0.00427246,0.00427246
490,8.46182e-44,0.0991797,5000,1,7.02277,1,0,0.00488281,0.00488281
491,8.46703e-44,0.0991812,5000,0.999939,7.02509,0.999939,0,0.0043335,0.0043335
492,8.48004e-44,0.0991876,5000,0.999878,7.02435,0.999878,0,0.00518799,0.00518799
493,8.54091e-44,0.0991769,5000,1,7.02423,1,0,0.00518799,0.00518799
494,8.62853e-44,0.0991805,5000,0.999878,7.02673,0.999878,0,0.00512695,0.00512695
495,8.7677e-44,0.0991724,5000,0.999939,7.02649,0.999939,0,0.00469971,0.00469971
496,8.94008e-44,0.0991674,5000,0.999939,7.02777,0.999939,0,0.00604248,0.00604248
497,9.11299e-44,0.0991591,5000,1,7.0282,1,0,0.00488281,0.00488281
498,9.34241e-44,0.0991598,5000,0.999939,7.02698,1,0,0.00469971,0.00469971
499,9.60059e-44,0.0991449,5000,1,7.02759,1,0,0.00549316,0.00549316
500,9.91037e-44,0.0991366,5000,1,7.02832,1,0,0.0055542,0.0055542
501,1.03186e-43,0.0991303,5000,0.999939,7.02771,0.999939,0,0.00531006,0.00531006
502,1.07171e-43,0.0991196,5000,0.999878,7.02582,0.999878,0,0.00518799,0.00518799
503,1.1093e-43,0.0991013,5000,1,7.02509,1,0,0.0043335,0.0043335
504,1.14966e-43,0.0990896,5000,1,7.02405,1,0,0.00518799,0.00518799
505,1.20039e-43,0.0990748,5000,1,7.02405,1,0,0.00476074,0.00476074
506,1.24915e-43,0.0990605,5000,1,7.02509,1,0,0.00598145,0.00598145
507,1.30168e-43,0.0990493,5000,0.999939,7.02539,0.999939,0,0.00482178,0.00482178
508,1.35972e-43,0.0990364,5000,0.999878,7.0271,0.999878,0,0.00482178,0.00482178
509,1.42491e-43,0.0990125,5000,0.999939,7.02484,0.999939,0,0.00457764,0.00457764
510,1.49666e-43,0.0989964,5000,0.999878,7.02338,0.999878,0,0.00500488,0.00500488
511,1.56557e-43,0.0989811,5000,0.999878,7.02283,0.999878,0,0.00488281,0.00488281
512,1.64056e-43,0.0989528,5000,0.999878,7.02429,0.999878,0,0.0055542,0.0055542
513,1.72095e-43,0.0989229,5000,1,7.02521,1,0,0.0045166,0.0045166
514,1.8069e-43,0.098914,5000,0.999695,7.02863,0.999695,0,0.00469971,0.00469971
515,1.88884e-43,0.0988802,5000,0.999939,7.03101,0.999939,0,0.00408936,0.00408936
516,1.98193e-43,0.0988532,5000,0.999878,7.03119,0.999878,0,0.0045166,0.0045166
517,2.07071e-43,0.0988208,5000,1,7.03259,1,0,0.00408936,0.00408936
518,2.16621e-43,0.0987937,5000,1,7.0321,1,0,0.0055542,0.0055542
519,2.2691e-43,0.0987639,5000,1,7.03217,1.00006,0,0.00427246,0.00427246
520,2.37356e-43,0.0987355,5000,1,7.0318,1,0,0.00494385,0.00494385
521,2.48428e-43,0.0987077,5000,1,7.02917,1,0,0.00506592,0.00506592
522,2.59722e-43,0.0986671,5000,1,7.02844,1,0,0.00567627,0.00567627
523,2.70213e-43,0.0986365,5000,1,7.02808,1,0,0.0045166,0.0045166
524,2.82358e-43,0.0986115,5000,0.999878,7.02869,0.999878,0,0.0057373,0.0057373
525,2.9469e-43,0.0985651,5000,1,7.02771,1,0,0.00524902,0.00524902
526,3.08325e-43,0.0985293,5000,0.999939,7.02405,0.999939,0,0.00518799,0.00518799
527,3.22126e-43,0.098485,5000,1,7.02344,1,0,0.00427246,0.00427246
528,3.36202e-43,0.0984504,5000,0.999878,7.02087,0.999878,0,0.00543213,0.00543213
529,3.51421e-43,0.0984057,5000,1,7.01947,1,0,0.00518799,0.00518799
530,3.67138e-43,0.0983545,5000,1,7.01855,1,0,0.00543213,0.00543213
531,3.84278e-43,0.0983069,5000,0.999939,7.01746,0.999939,0,0.00549316,0.00549316
532,4.00816e-43,0.0982627,5000,0.999878,7.01685,0.999878,0,0.00494385,0.00494385
533,4.1777e-43,0.0982067,5000,1,7.01715,1,0,0.00415039,0.00415039
534,4.34668e-43,0.0981566,5000,1,7.01581,1,0,0.00482178,0.00482178
535,4.51636e-43,0.0981105,5000,0.999939,7.01343,0.999939,0,0.00512695,0.00512695
536,4.6945e-43,0.0980623,5000,0.999878,7.01282,0.999878,0,0.00506592,0.00506592
537,4.8826e-43,0.0980047,5000,0.999939,7.01257,0.999939,0,0.00439453,0.00439453
538,5.06513e-43,0.0979501,5000,1,7.01318,1,0,0.00488281,0.00488281
539,5.2579e-43,0.0978945,5000,1,7.0119,1,0,0.0055542,0.0055542
540,5.46017e-43,0.0978434,5000,0.999878,7.01215,0.999878,0,0.00445557,0.00445557
541,5.66437e-43,0.0977867,5000,0.999878,7.00916,0.999878,0,0.00457764,0.00457764
542,5.87506e-43,0.0977352,5000,0.999817,7.00842,0.999756,6.10352e-05,0.00585938,0.00585938
543,6.0956e-43,0.0976748,5000,0.999756,7.00708,0.999756,0,0.00518799,0.00518799
544,6.31802e-43,0.097605,5000,1,7.005,1,0,0.0045166,0.0045166
545,6.54127e-43,0.0975431,5000,0.999939,7.00348,0.999939,0,0.00354004,0.00354004
546,6.78712e-43,0.0974798,5000,0.999939,7.00262,0.999939,0,0.00531006,0.00531006
547,7.02333e-43,0.0974144,5000,0.999939,7.00195,0.999939,0,0.00543213,0.00543213
548,7.26843e-43,0.0973558,5000,0.999817,7.00067,0.999878,0,0.00457764,0.00457764
549,7.52168e-43,0.0972827,5000,0.999878,6.99866,0.999878,0,0.0043335,0.0043335
550,7.77921e-43,0.0972119,5000,0.999939,6.99799,0.999939,0,0.00506592,0.00506592
551,8.03181e-43,0.0971433,5000,1,6.9978,1,0,0.00500488,0.00500488
552,8.27642e-43,0.0970845,5000,0.999939,6.99701,0.999939,0,0.00457764,0.00457764
553,8.51939e-43,0.097026,5000,0.999939,6.99719,0.999939,0,0.00482178,0.00482178
554,8.75022e-43,0.096964,5000,1,6.99689,1,0,0.00494385,0.00494385
555,8.97581e-43,0.0969131,5000,0.999939,6.99622,0.999939,0,0.0045166,0.0045166
556,9.15127e-43,0.0968764,5000,0.999878,6.99719,0.999878,0,0.00537109,0.00537109
557,9.29805e-43,0.0968419,5000,1,6.99768,1,0,0.00421143,0.00421143
558,9.41893e-43,0.0968197,5000,1,6.99817,1,0,0.00543213,0.00543213
559,9.52355e-43,0.0968032,5000,1,6.99792,1,0,0.00427246,0.00427246
560,9.6423e-43,0.0967889,5000,0.999939,6.99762,0.999939,0,0.00445557,0.00445557
561,9.72811e-43,0.0967801,5000,0.999878,6.99841,0.999878,0,0.00506592,0.00506592
562,9.81545e-43,0.0967625,5000,1,6.99823,1,0,0.00512695,0.00512695
563,9.88781e-43,0.0967667,5000,0.999939,6.99854,0.999817,0.00012207,0.00500488,0.00500488
564,9.9575e-43,0.0967578,5000,0.999878,6.99945,0.999878,0,0.00402832,0.00402832
565,1.00242e-42,0.0967474,5000,1,6.99878,1,0,0.00445557,0.00445557
566,1.01087e-42,0.0967449,5000,0.999939,6.99817,0.999939,0,0.00390625,0.00390625
567,1.01951e-42,0.096738,5000,0.999939,6.9975,0.999939,0,0.00506592,0.00506592
568,1.02751e-42,0.0967364,5000,0.999939,6.99756,0.999939,0,0.00476074,0.00476074
569,1.03762e-42,0.0967323,5000,0.999817,6.99792,0.999817,0,0.00616455,0.00616455
570,1.04833e-42,0.0967216,5000,0.999878,6.9975,0.999878,0,0.00408936,0.00408936
571,1.05673e-42,0.0967132,5000,0.999939,6.99738,0.999939,0,0.00543213,0.00543213
572,1.06763e-42,0.0967046,5000,0.999939,6.99805,0.999939,0,0.00488281,0.00488281
573,1.07959e-42,0.096693,5000,1,6.99939,1.00006,0,0.00531006,0.00531006
574,1.09168e-42,0.0966882,5000,0.999939,6.99915,1,0,0.00402832,0.00402832
575,1.10415e-42,0.0966765,5000,1,7,1,0,0.00396729,0.00396729
576,1.1192e-42,0.09667,5000,0.999939,6.99927,0.999939,0,0.00439453,0.00439453
577,1.13529e-42,0.0966565,5000,1,6.99811,1,0,0.00537109,0.00537109
578,1.15174e-42,0.0966503,5000,0.999939,6.99719,0.999939,0,0.00415039,0.00415039
579,1.16873e-42,0.0966365,5000,1,6.99774,1,0,0.00610352,0.00610352
580,1.18734e-42,0.0966242,5000,1,6.99866,1,0,0.00537109,0.00537109
581,1.20903e-42,0.0966111,5000,1,6.9989,1,0,0.00463867,0.00463867
582,1.22903e-42,0.096606,5000,0.999939,6.99799,0.999939,0,0.00524902,0.00524902
583,1.25276e-42,0.0965855,5000,1,6.99908,1,0,0.00494385,0.00494385
584,1.27866e-42,0.0965739,5000,0.999939,6.99976,0.999939,0,0.00585938,0.00585938
585,1.30478e-42,0.0965625,5000,1,6.99915,0.999939,6.10352e-05,0.00482178,0.00482178
586,1.33533e-42,0.0965448,5000,0.999939,7.00067,0.999878,6.10352e-05,0.00622559,0.00622559
587,1.36476e-42,0.0965211,5000,1,7.00079,1,0,0.00457764,0.00457764
588,1.39473e-42,0.0965143,5000,0.999878,6.99988,0.999878,0,0.00518799,0.00518799
589,1.42672e-42,0.0964897,5000,0.999939,7.00061,0.999939,0,0.00421143,0.00421143
590,1.46188e-42,0.0964674,5000,1,7.00079,1,0,0.0043335,0.0043335
591,1.49839e-42,0.0964562,5000,0.999939,7.00061,0.999817,0.00012207,0.0043335,0.0043335
592,1.53574e-42,0.0964316,5000,0.999939,7.0011,0.999939,0,0.00402832,0.00402832
593,1.57417e-42,0.0964099,5000,1,7.00153,0.999939,6.10352e-05,0.00543213,0.00543213
594,1.60983e-42,0.0963841,5000,1,7.00165,1,0,0.0057373,0.0057373
595,1.64653e-42,0.0963648,5000,1,7.0022,1,0,0.00457764,0.00457764
596,1.68869e-42,0.0963456,5000,0.999939,7.00269,0.999939,0,0.0055542,0.0055542
597,1.7265e-42,0.0963221,5000,1,7.00134,1,0,0.00439453,0.00439453
598,1.77079e-42,0.0963168,5000,0.999695,7.00214,0.999695,0,0.00567627,0.00567627
599,1.81328e-42,0.0962783,5000,0.999939,7.00232,0.999939,0,0.0055542,0.0055542
600,1.85206e-42,0.0962536,5000,1,7.00201,1,0,0.00463867,0.00463867
601,1.89614e-42,0.0962359,5000,0.999939,7.00146,0.999939,0,0.00494385,0.00494385
602,1.93637e-42,0.0962097,5000,1,7.00073,1,0,0.0043335,0.0043335
603,1.98019e-42,0.0962009,5000,0.999756,7.00195,0.999756,0,0.00494385,0.00494385
604,2.02323e-42,0.0961661,5000,1,7.00256,1,0,0.00585938,0.00585938
605,2.07041e-42,0.0961403,5000,1,7.00317,1,0,0.00445557,0.00445557
606,2.1149e-42,0.0961339,5000,0.999756,7.00293,0.999756,0,0.00616455,0.00616455
607,2.16406e-42,0.096097,5000,0.999939,7.00201,0.999939,0,0.00585938,0.00585938
608,2.21572e-42,0.0960666,5000,1,7.00238,1,0,0.00494385,0.00494385
609,2.26639e-42,0.0960463,5000,0.999939,7.00189,0.999939,0,0.00518799,0.00518799
610,2.31205e-42,0.096024,5000,0.999939,7.00098,0.999939,0,0.00488281,0.00488281
